TAX CLASS AT PRESENT,ZIP CODE,RESIDENTIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
1,11214.0,3.0,3.0,2280.0,3422.0,2018.0,1,2035482,2020-08-21
1,11214.0,3.0,3.0,3281.0,3521.0,2018.0,1,2117960,2020-09-28
1,11214.0,3.0,3.0,5800.0,4762.0,1901.0,1,0,2020-07-01
1,11214.0,3.0,3.0,1740.0,2623.0,1970.0,1,0,2020-12-07
1,11228.0,3.0,3.0,3867.0,2454.0,1935.0,1,1380000,2020-07-29
1,11214.0,3.0,3.0,10100.0,4080.0,1992.0,1,1836000,2020-08-13
1,11214.0,3.0,3.0,3939.0,3102.0,1970.0,1,0,2020-12-10
1,11214.0,3.0,3.0,2384.0,2232.0,1910.0,1,0,2020-12-24
1,11214.0,3.0,3.0,1822.0,2151.0,1935.0,1,970000,2020-12-17
1,11214.0,3.0,3.0,3007.0,3430.0,1975.0,1,0,2020-07-10
1,11214.0,3.0,3.0,2997.0,2800.0,1975.0,1,0,2020-08-19
1,11214.0,3.0,3.0,2997.0,2800.0,1975.0,1,0,2020-10-19
1,11214.0,3.0,3.0,1933.0,2860.0,1970.0,1,0,2020-09-10
1,11214.0,3.0,3.0,2280.0,3261.0,1945.0,1,0,2020-08-19
2A,11214.0,5.0,5.0,4333.0,6560.0,2006.0,2,0,2020-06-02
2A,11214.0,4.0,4.0,2997.0,3344.0,1931.0,2,0,2020-09-18
2A,11214.0,4.0,4.0,2417.0,3175.0,1923.0,2,0,2021-02-26
2A,11214.0,4.0,4.0,3184.0,3530.0,1923.0,2,0,2020-07-31
2A,11214.0,6.0,6.0,2900.0,5100.0,1927.0,2,0,2021-03-19
2A,11214.0,4.0,4.0,4785.0,1800.0,1919.0,2,0,2020-10-29
2A,11214.0,4.0,4.0,2184.0,2950.0,1920.0,2,1300000,2020-07-22
2A,11214.0,4.0,4.0,1795.0,2000.0,1906.0,2,1260000,2020-04-30
2,11214.0,14.0,14.0,5800.0,13320.0,1931.0,2,1950000,2020-12-09
2,11214.0,120.0,121.0,29000.0,109640.0,1962.0,2,20000000,2020-07-23
2A,11228.0,3.0,4.0,2500.0,4400.0,1924.0,2,1550000,2020-12-01
4,11214.0,2.0,4.0,2340.0,4528.0,1929.0,4,3300000,2020-06-25
4,11214.0,0.0,2.0,1917.0,1917.0,1922.0,4,1230000,2020-10-30
4,11214.0,0.0,2.0,1900.0,2280.0,1923.0,4,1260000,2021-03-08
4,11214.0,0.0,2.0,1363.0,2560.0,1931.0,4,2000000,2020-07-16
4,11214.0,1.0,2.0,1784.0,3383.0,1922.0,4,980000,2020-09-16
4,11214.0,0.0,6.0,3436.0,1760.0,1910.0,4,1365000,2020-09-16
4,11214.0,0.0,1.0,21218.0,12042.0,1957.0,4,0,2020-12-16
4,11214.0,0.0,2.0,1208.0,1596.0,1925.0,4,835000,2020-09-03
4,11214.0,0.0,1.0,7083.0,6198.0,1931.0,4,0,2020-11-20
4,11214.0,0.0,2.0,15377.0,9880.0,1955.0,4,0,2020-11-20
4,11214.0,0.0,0.0,9215.0,0.0,1911.0,4,4900000,2020-12-23
1,11220.0,1.0,1.0,3700.0,1950.0,1920.0,1,0,2020-09-01
1,11220.0,1.0,1.0,2000.0,1312.0,1925.0,1,825000,2020-04-13
1,11220.0,1.0,1.0,2574.0,1914.0,1925.0,1,350000,2020-09-23
1,11220.0,1.0,1.0,1080.0,1260.0,1940.0,1,0,2020-11-10
1,11220.0,1.0,1.0,2750.0,1650.0,1899.0,1,700000,2020-09-15
1,11220.0,1.0,1.0,1660.0,1312.0,1915.0,1,953000,2020-10-23
1,11220.0,1.0,1.0,2000.0,2000.0,1905.0,1,1200000,2020-10-26
1,11220.0,1.0,1.0,2000.0,1600.0,1905.0,1,975000,2020-04-28
1,11220.0,1.0,1.0,2020.0,2076.0,1905.0,1,0,2021-02-17
1,11220.0,1.0,1.0,2020.0,2076.0,1905.0,1,1260000,2021-03-12
1,11220.0,1.0,1.0,2000.0,2000.0,1905.0,1,980000,2020-10-26
1,11220.0,1.0,1.0,1540.0,1680.0,1915.0,1,0,2021-01-29
1,11220.0,1.0,1.0,1420.0,1480.0,1915.0,1,939000,2021-03-02
1,11220.0,1.0,1.0,1820.0,1359.0,1925.0,1,970000,2020-11-20
1,11220.0,1.0,1.0,2000.0,1376.0,1925.0,1,810000,2020-12-31
1,11220.0,1.0,1.0,1500.0,1245.0,1920.0,1,0,2020-06-30
1,11220.0,1.0,1.0,1467.0,1192.0,1920.0,1,770000,2021-03-12
1,11220.0,1.0,1.0,1460.0,1188.0,1925.0,1,820000,2021-03-04
1,11220.0,1.0,1.0,1575.0,1254.0,1925.0,1,1125000,2020-06-17
1,11220.0,1.0,1.0,1700.0,1500.0,1905.0,1,10,2020-08-31
1,11220.0,1.0,1.0,2080.0,1456.0,1930.0,1,975000,2020-07-07
1,11220.0,1.0,1.0,1667.0,960.0,1925.0,1,740000,2020-12-02
1,11209.0,1.0,1.0,1933.0,1440.0,1925.0,1,1300000,2021-02-22
1,11209.0,1.0,1.0,1833.0,1572.0,1899.0,1,1650000,2020-12-29
1,11209.0,1.0,1.0,1921.0,2612.0,1899.0,1,0,2020-08-04
1,11209.0,1.0,1.0,1600.0,2400.0,1910.0,1,1100000,2020-11-13
1,11209.0,1.0,1.0,1800.0,1400.0,1920.0,1,1190000,2020-06-04
1,11220.0,1.0,1.0,1800.0,1831.0,1940.0,1,940000,2020-11-10
1,11209.0,1.0,1.0,1983.0,1520.0,1925.0,1,1125000,2020-11-02
1,11209.0,1.0,1.0,1983.0,1520.0,1920.0,1,0,2020-10-01
1,11209.0,1.0,1.0,2000.0,1520.0,1920.0,1,0,2020-08-10
1,11209.0,1.0,1.0,1917.0,2147.0,1925.0,1,950000,2020-09-18
1,11209.0,1.0,1.0,1917.0,1520.0,1925.0,1,955000,2020-06-30
1,11209.0,1.0,1.0,2000.0,1708.0,1925.0,1,400000,2020-09-04
1,11209.0,1.0,1.0,4650.0,4100.0,1925.0,1,1600000,2021-02-18
1,11209.0,1.0,1.0,4000.0,3000.0,1925.0,1,0,2020-09-28
1,11209.0,1.0,1.0,1583.0,1288.0,1925.0,1,803000,2020-05-06
1,11209.0,1.0,1.0,737.0,1179.0,1930.0,1,0,2020-09-10
1,11228.0,1.0,1.0,3891.0,1692.0,1915.0,1,0,2020-06-22
1,11228.0,1.0,1.0,2076.0,1178.0,1920.0,1,0,2020-04-27
1,11228.0,1.0,1.0,1521.0,1120.0,1925.0,1,800000,2021-01-28
1,11209.0,1.0,1.0,1500.0,2296.0,1925.0,1,0,2020-12-30
1,11209.0,1.0,1.0,2900.0,1806.0,1925.0,1,1100000,2020-10-22
1,11209.0,1.0,1.0,2900.0,1382.0,1910.0,1,0,2020-09-21
1,11209.0,1.0,1.0,4000.0,2334.0,1910.0,1,0,2020-08-25
1,11209.0,1.0,1.0,4000.0,2423.0,1910.0,1,1500000,2021-03-24
1,11209.0,1.0,1.0,1967.0,1368.0,1925.0,1,980000,2020-04-28
1,11209.0,1.0,1.0,3750.0,2130.0,1925.0,1,1495000,2020-12-08
1,11209.0,1.0,1.0,1317.0,938.0,1930.0,1,660000,2020-07-23
1,11209.0,1.0,1.0,2200.0,2324.0,1920.0,1,1350000,2021-01-11
1,11209.0,1.0,1.0,1793.0,1520.0,1899.0,1,1090000,2020-05-27
1,11209.0,1.0,2.0,1613.0,2100.0,1899.0,1,0,2020-12-15
1,11209.0,1.0,1.0,1896.0,1444.0,1925.0,1,990000,2020-05-29
1,11209.0,1.0,1.0,2000.0,1768.0,1925.0,1,1125000,2020-12-10
1,11209.0,1.0,1.0,2003.0,1152.0,1920.0,1,995000,2020-11-10
1,11209.0,1.0,1.0,2396.0,1248.0,1920.0,1,0,2020-09-16
1,11209.0,1.0,1.0,2237.0,1248.0,1920.0,1,1215000,2020-04-30
1,11209.0,1.0,1.0,2638.0,1656.0,1925.0,1,0,2021-03-18
1,11209.0,1.0,1.0,1753.0,2005.0,1935.0,1,1135000,2020-11-30
1,11209.0,1.0,1.0,4007.0,2582.0,1920.0,1,1885000,2020-07-08
1,11209.0,1.0,1.0,2000.0,1576.0,1925.0,1,1225000,2020-08-14
1,11209.0,1.0,1.0,2000.0,1576.0,1925.0,1,133906,2020-07-30
1,11209.0,1.0,1.0,2000.0,1576.0,1925.0,1,0,2020-07-09
1,11209.0,1.0,1.0,2000.0,1576.0,1925.0,1,1100000,2021-01-11
1,11209.0,1.0,1.0,3667.0,2518.0,1905.0,1,1450000,2021-01-28
1,11209.0,1.0,1.0,2000.0,2172.0,1901.0,1,1365000,2021-01-27
1,11209.0,1.0,1.0,4373.0,1768.0,1910.0,1,1360000,2020-10-16
1,11209.0,1.0,1.0,1842.0,1464.0,1920.0,1,1150000,2020-06-09
1,11209.0,1.0,1.0,1842.0,1464.0,1920.0,1,1155000,2020-10-28
1,11209.0,1.0,1.0,3992.0,884.0,1925.0,1,1700000,2020-12-23
1,11209.0,1.0,1.0,2800.0,1692.0,1930.0,1,0,2021-02-11
1,11209.0,1.0,1.0,2241.0,1802.0,1925.0,1,1125000,2020-12-22
1,11209.0,1.0,1.0,2241.0,1734.0,1925.0,1,950000,2021-03-03
1,11209.0,1.0,1.0,2296.0,1472.0,1925.0,1,1443000,2020-11-03
1,11209.0,1.0,1.0,2296.0,1472.0,1925.0,1,0,2020-11-03
1,11209.0,1.0,1.0,2000.0,1688.0,1899.0,1,1125000,2020-11-19
1,11209.0,1.0,1.0,2000.0,1760.0,1899.0,1,0,2020-06-24
1,11209.0,1.0,1.0,2000.0,1660.0,1899.0,1,960000,2020-05-20
