TAX CLASS AT PRESENT,ZIP CODE,SALE PRICE,SALE DATE
2,11209.0,340000,2020-12-30
2,11209.0,170000,2020-10-19
2,11209.0,270000,2020-11-05
2,11209.0,170000,2020-10-19
2,11209.0,305000,2021-01-21
2,11209.0,430000,2020-11-19
2,11209.0,458185,2020-11-25
2,11209.0,430950,2020-06-29
2,11209.0,320000,2020-09-10
2,11209.0,185000,2020-07-14
2,11209.0,120000,2020-12-29
2,11209.0,322500,2021-01-28
2,11209.0,552500,2020-06-18
2,11209.0,650000,2020-09-17
2,11209.0,750000,2020-10-05
2,11209.0,579000,2021-02-02
2,11209.0,345000,2021-03-03
2,11209.0,650000,2021-01-28
2,11209.0,285000,2020-12-21
2,11209.0,220000,2020-11-18
2,11209.0,305000,2021-01-28
2,11209.0,550000,2020-12-18
2,11209.0,315000,2021-02-10
2,11209.0,330000,2021-01-21
2,11209.0,430000,2020-08-20
2,11209.0,195000,2020-04-23
2,11228.0,295000,2020-04-08
2,11228.0,297500,2020-09-15
2,11209.0,380000,2020-05-21
2,11209.0,228000,2020-06-25
2,11209.0,360000,2020-05-27
2,11209.0,440000,2020-12-09
2,11209.0,429000,2020-05-29
2,11209.0,365040,2020-06-22
2,11209.0,414000,2020-08-31
2,11209.0,148382,2020-07-27
2,11209.0,530000,2020-12-14
2,11209.0,450000,2020-07-08
2,11209.0,639000,2020-11-09
2,11209.0,820000,2021-01-04
2,11209.0,530000,2020-11-23
2,11209.0,500000,2020-12-21
2,11209.0,505000,2020-07-01
2,11209.0,659000,2020-12-16
2,11209.0,317000,2020-07-08
2,11209.0,480000,2020-04-30
2,11209.0,442800,2020-06-29
2,11209.0,305000,2020-04-21
2,11209.0,337500,2020-05-14
2,11209.0,240000,2020-10-26
2,11209.0,329000,2021-03-11
2,11209.0,337000,2020-09-23
2,11209.0,425000,2020-11-05
2,11209.0,370000,2021-01-15
2,11209.0,190000,2020-12-04
2,11209.0,340000,2020-10-28
2,11209.0,498000,2020-12-28
2,11209.0,199000,2020-12-30
2,11209.0,353000,2020-07-22
2,11209.0,385000,2021-01-29
2,11209.0,350000,2020-06-11
2,11209.0,600000,2020-05-18
2,11209.0,395000,2020-12-08
2,11209.0,395000,2020-11-23
2,11209.0,289900,2020-09-25
2,11209.0,420000,2020-11-04
2,11209.0,275000,2020-10-27
2,11209.0,500000,2021-02-08
2,11209.0,744860,2020-12-15
2,11209.0,498500,2020-05-04
2,11209.0,574061,2020-10-08
2,11209.0,597500,2020-11-19
2,11209.0,550000,2021-01-06
2,11209.0,300000,2020-12-24
2,11209.0,520000,2021-03-25
2,11209.0,329550,2020-12-10
2,11209.0,399000,2020-09-25
2,11209.0,260000,2020-11-24
2,11209.0,650000,2020-10-27
2,11209.0,448000,2021-01-21
2,11209.0,395000,2020-08-25
2,11209.0,700000,2021-03-10
2,11209.0,345000,2020-12-03
2,11209.0,280000,2020-04-13
2,11209.0,305000,2020-08-27
2,11209.0,635000,2020-10-13
2,11209.0,475000,2020-05-14
2,11209.0,465000,2021-03-10
2,11209.0,241500,2021-03-01
2,11209.0,335000,2020-12-17
2,11209.0,530000,2020-10-05
2,11209.0,235000,2021-03-15
2,11209.0,400000,2020-06-30
2,11209.0,350000,2020-11-09
2,11209.0,399000,2020-08-27
2,11209.0,235000,2020-06-01
2,11209.0,280000,2020-06-09
2,11209.0,222501,2021-03-22
2,11209.0,760000,2020-04-30
2,11209.0,489500,2021-03-22
2,11209.0,440000,2021-01-28
